captura,fuente,motivo
2026-08-23-2001,sendeco2_eua,ausente
2026-08-23-2050,esios_capacidad_instalada,ausente
2026-08-23-2050,mibgas_curva,ausente
2026-08-23-2050,sendeco2_eua,ausente
2026-08-23-2140,aemet_prediccion_diaria,ausente
2026-08-23-2140,aemet_prediccion_horaria,ausente
2026-08-23-2140,aemet_prediccion_periodos,ausente
2026-08-23-2140,esios_capacidad_instalada,ausente
2026-08-23-2140,mibgas_curva,ausente
2026-08-23-2140,sendeco2_eua,ausente
2026-08-23-2201,aemet_prediccion_diaria,ausente
2026-08-23-2201,aemet_prediccion_horaria,ausente
2026-08-23-2201,aemet_prediccion_periodos,ausente
2026-08-23-2201,esios_capacidad_instalada,ausente
2026-08-23-2201,mibgas_curva,ausente
2026-08-23-2201,sendeco2_eua,ausente
2026-08-23-2340,esios_capacidad_instalada,ausente
2026-08-23-2340,mibgas_curva,ausente
2026-08-23-2340,sendeco2_eua,ausente
2026-08-23-2350,aemet_prediccion_diaria,ausente
2026-08-23-2350,aemet_prediccion_horaria,ausente
2026-08-23-2350,aemet_prediccion_periodos,ausente
2026-08-23-2350,esios_capacidad_instalada,ausente
2026-08-23-2350,mibgas_curva,ausente
2026-08-23-2350,sendeco2_eua,ausente
2026-08-24-0001,aemet_prediccion_diaria,ausente
2026-08-24-0001,aemet_prediccion_horaria,ausente
2026-08-24-0001,aemet_prediccion_periodos,ausente
2026-08-24-0001,esios_capacidad_instalada,ausente
2026-08-24-0001,mibgas_curva,ausente
2026-08-24-0001,sendeco2_eua,ausente
2026-08-24-0140,aemet_prediccion_diaria,ausente
2026-08-24-0140,aemet_prediccion_horaria,ausente
2026-08-24-0140,aemet_prediccion_periodos,ausente
2026-08-24-0140,esios_capacidad_instalada,ausente
2026-08-24-0140,mibgas_curva,ausente
2026-08-24-0140,sendeco2_eua,ausente
2026-08-24-0201,aemet_prediccion_diaria,ausente
2026-08-24-0201,aemet_prediccion_horaria,ausente
2026-08-24-0201,aemet_prediccion_periodos,ausente
2026-08-24-0201,esios_capacidad_instalada,ausente
2026-08-24-0201,mibgas_curva,ausente
2026-08-24-0201,sendeco2_eua,ausente
2026-08-24-0250,esios_capacidad_instalada,ausente
2026-08-24-0250,mibgas_curva,ausente
2026-08-24-0250,sendeco2_eua,ausente
2026-08-24-0540,esios_capacidad_instalada,ausente
2026-08-24-0540,mibgas_curva,ausente
2026-08-24-0540,sendeco2_eua,ausente
2026-08-24-0550,aemet_prediccion_diaria,ausente
2026-08-24-0550,aemet_prediccion_horaria,ausente
2026-08-24-0550,aemet_prediccion_periodos,ausente
2026-08-24-0550,esios_capacidad_instalada,ausente
2026-08-24-0550,mibgas_curva,ausente
2026-08-24-0550,sendeco2_eua,ausente
2026-08-24-0755,aemet_prediccion_diaria,ausente
2026-08-24-0755,aemet_prediccion_horaria,ausente
2026-08-24-0755,aemet_prediccion_periodos,ausente
2026-08-24-0755,esios_capacidad_instalada,ausente
2026-08-24-0755,mibgas_curva,ausente
2026-08-24-0755,sendeco2_eua,ausente
2026-08-24-0850,esios_capacidad_instalada,ausente
2026-08-24-0850,mibgas_curva,ausente
2026-08-24-0850,sendeco2_eua,ausente
2026-08-24-1129,esios_capacidad_instalada,ausente
2026-08-24-1129,mibgas_curva,ausente
2026-08-24-1129,sendeco2_eua,ausente
2026-08-24-1150,aemet_prediccion_diaria,ausente
2026-08-24-1150,aemet_prediccion_horaria,ausente
2026-08-24-1150,aemet_prediccion_periodos,ausente
2026-08-24-1150,esios_capacidad_instalada,ausente
2026-08-24-1150,mibgas_curva,ausente
2026-08-24-1150,sendeco2_eua,ausente
2026-08-24-1306,aemet_prediccion_diaria,ausente
2026-08-24-1306,aemet_prediccion_horaria,ausente
2026-08-24-1306,aemet_prediccion_periodos,ausente
2026-08-24-1306,esios_capacidad_instalada,ausente
2026-08-24-1306,mibgas_curva,ausente
2026-08-24-1306,sendeco2_eua,ausente
2026-08-24-1450,esios_capacidad_instalada,ausente
2026-08-24-1450,mibgas_curva,ausente
2026-08-24-1450,sendeco2_eua,ausente
2026-08-24-1609,aemet_prediccion_diaria,ausente
2026-08-24-1609,aemet_prediccion_horaria,ausente
2026-08-24-1609,aemet_prediccion_periodos,ausente
2026-08-24-1609,esios_capacidad_instalada,ausente
2026-08-24-1609,mibgas_curva,ausente
2026-08-24-1609,sendeco2_eua,ausente
2026-08-24-1751,esios_capacidad_instalada,ausente
2026-08-24-1751,mibgas_curva,ausente
2026-08-24-1751,sendeco2_eua,ausente
2026-08-24-1817,aemet_prediccion_diaria,ausente
2026-08-24-1817,aemet_prediccion_horaria,ausente
2026-08-24-1817,aemet_prediccion_periodos,ausente
2026-08-24-1817,esios_capacidad_instalada,ausente
2026-08-24-1817,mibgas_curva,ausente
2026-08-24-1817,sendeco2_eua,ausente
2026-08-24-2001,aemet_prediccion_diaria,ausente
2026-08-24-2001,aemet_prediccion_horaria,ausente
2026-08-24-2001,aemet_prediccion_periodos,ausente
2026-08-24-2001,esios_capacidad_instalada,ausente
2026-08-24-2001,mibgas_curva,ausente
2026-08-24-2001,sendeco2_eua,ausente
2026-08-24-2050,esios_capacidad_instalada,ausente
2026-08-24-2050,mibgas_curva,ausente
2026-08-24-2050,sendeco2_eua,ausente
2026-08-24-2157,aemet_prediccion_diaria,ausente
2026-08-24-2157,aemet_prediccion_horaria,ausente
2026-08-24-2157,aemet_prediccion_periodos,ausente
2026-08-24-2157,esios_capacidad_instalada,ausente
2026-08-24-2157,mibgas_curva,ausente
2026-08-24-2157,sendeco2_eua,ausente
2026-08-24-2350,esios_capacidad_instalada,ausente
2026-08-24-2350,mibgas_curva,ausente
2026-08-24-2350,sendeco2_eua,ausente
2026-08-24-2356,aemet_prediccion_diaria,ausente
2026-08-24-2356,aemet_prediccion_horaria,ausente
2026-08-24-2356,aemet_prediccion_periodos,ausente
2026-08-24-2356,esios_capacidad_instalada,ausente
2026-08-24-2356,mibgas_curva,ausente
2026-08-24-2356,sendeco2_eua,ausente
2026-08-25-0141,aemet_prediccion_diaria,ausente
2026-08-25-0141,aemet_prediccion_horaria,ausente
2026-08-25-0141,aemet_prediccion_periodos,ausente
2026-08-25-0141,esios_capacidad_instalada,ausente
2026-08-25-0141,mibgas_curva,ausente
2026-08-25-0141,sendeco2_eua,ausente
2026-08-25-0250,esios_capacidad_instalada,ausente
2026-08-25-0250,mibgas_curva,ausente
2026-08-25-0250,sendeco2_eua,ausente
2026-08-25-0513,aemet_prediccion_diaria,ausente
2026-08-25-0513,aemet_prediccion_horaria,ausente
2026-08-25-0513,aemet_prediccion_periodos,ausente
2026-08-25-0513,esios_capacidad_instalada,ausente
2026-08-25-0513,mibgas_curva,ausente
2026-08-25-0513,sendeco2_eua,ausente
2026-08-25-0550,esios_capacidad_instalada,ausente
2026-08-25-0550,mibgas_curva,ausente
2026-08-25-0550,sendeco2_eua,ausente
2026-08-25-0719,aemet_prediccion_diaria,ausente
2026-08-25-0719,aemet_prediccion_horaria,ausente
2026-08-25-0719,aemet_prediccion_periodos,ausente
2026-08-25-0719,esios_capacidad_instalada,ausente
2026-08-25-0719,mibgas_curva,ausente
2026-08-25-0719,sendeco2_eua,ausente
2026-08-25-0850,esios_capacidad_instalada,ausente
2026-08-25-0850,mibgas_curva,ausente
2026-08-25-0850,sendeco2_eua,ausente
2026-08-25-1004,aemet_prediccion_diaria,ausente
2026-08-25-1004,aemet_prediccion_horaria,ausente
2026-08-25-1004,aemet_prediccion_periodos,ausente
2026-08-25-1004,esios_capacidad_instalada,ausente
2026-08-25-1004,mibgas_curva,ausente
2026-08-25-1004,sendeco2_eua,ausente
2026-08-25-1150,esios_capacidad_instalada,ausente
2026-08-25-1150,mibgas_curva,ausente
2026-08-25-1150,sendeco2_eua,ausente
2026-08-25-1204,aemet_prediccion_diaria,ausente
2026-08-25-1204,aemet_prediccion_horaria,ausente
2026-08-25-1204,aemet_prediccion_periodos,ausente
2026-08-25-1204,esios_capacidad_instalada,ausente
2026-08-25-1204,mibgas_curva,ausente
2026-08-25-1204,sendeco2_eua,ausente
2026-08-25-1357,aemet_prediccion_diaria,ausente
2026-08-25-1357,aemet_prediccion_horaria,ausente
2026-08-25-1357,aemet_prediccion_periodos,ausente
2026-08-25-1357,esios_capacidad_instalada,ausente
2026-08-25-1357,mibgas_curva,ausente
2026-08-25-1357,sendeco2_eua,ausente
2026-08-25-1450,esios_capacidad_instalada,ausente
2026-08-25-1450,mibgas_curva,ausente
2026-08-25-1450,sendeco2_eua,ausente
2026-08-25-1726,esios_capacidad_instalada,ausente
2026-08-25-1726,mibgas_curva,ausente
2026-08-25-1726,sendeco2_eua,ausente
2026-08-25-1751,aemet_prediccion_diaria,ausente
2026-08-25-1751,aemet_prediccion_horaria,ausente
2026-08-25-1751,aemet_prediccion_periodos,ausente
2026-08-25-1751,esios_capacidad_instalada,ausente
2026-08-25-1751,mibgas_curva,ausente
2026-08-25-1751,sendeco2_eua,ausente
2026-08-25-1917,aemet_prediccion_diaria,ausente
2026-08-25-1917,aemet_prediccion_horaria,ausente
2026-08-25-1917,aemet_prediccion_periodos,ausente
2026-08-25-1917,esios_capacidad_instalada,ausente
2026-08-25-1917,mibgas_curva,ausente
2026-08-25-1917,sendeco2_eua,ausente
2026-08-25-2050,esios_capacidad_instalada,ausente
2026-08-25-2050,mibgas_curva,ausente
2026-08-25-2050,sendeco2_eua,ausente
2026-08-25-2119,aemet_prediccion_diaria,ausente
2026-08-25-2119,aemet_prediccion_horaria,ausente
2026-08-25-2119,aemet_prediccion_periodos,ausente
2026-08-25-2119,esios_capacidad_instalada,ausente
2026-08-25-2119,mibgas_curva,ausente
2026-08-25-2119,sendeco2_eua,ausente
2026-08-25-2258,aemet_prediccion_diaria,ausente
2026-08-25-2258,aemet_prediccion_horaria,ausente
2026-08-25-2258,aemet_prediccion_periodos,ausente
2026-08-25-2258,esios_capacidad_instalada,ausente
2026-08-25-2258,mibgas_curva,ausente
2026-08-25-2258,sendeco2_eua,ausente
2026-08-25-2350,esios_capacidad_instalada,ausente
2026-08-25-2350,mibgas_curva,ausente
2026-08-25-2350,sendeco2_eua,ausente
2026-08-26-0058,aemet_prediccion_diaria,ausente
2026-08-26-0058,aemet_prediccion_horaria,ausente
2026-08-26-0058,aemet_prediccion_periodos,ausente
2026-08-26-0058,esios_capacidad_instalada,ausente
2026-08-26-0058,mibgas_curva,ausente
2026-08-26-0058,sendeco2_eua,ausente
2026-08-26-0250,esios_capacidad_instalada,ausente
2026-08-26-0250,mibgas_curva,ausente
2026-08-26-0250,sendeco2_eua,ausente
2026-08-26-0533,esios_capacidad_instalada,ausente
2026-08-26-0533,mibgas_curva,ausente
2026-08-26-0533,sendeco2_eua,ausente
2026-08-26-0550,aemet_prediccion_diaria,ausente
2026-08-26-0550,aemet_prediccion_horaria,ausente
2026-08-26-0550,aemet_prediccion_periodos,ausente
2026-08-26-0550,esios_capacidad_instalada,ausente
2026-08-26-0550,mibgas_curva,ausente
2026-08-26-0550,sendeco2_eua,ausente
2026-08-26-0718,aemet_prediccion_diaria,ausente
2026-08-26-0718,aemet_prediccion_horaria,ausente
2026-08-26-0718,aemet_prediccion_periodos,ausente
2026-08-26-0718,esios_capacidad_instalada,ausente
2026-08-26-0718,mibgas_curva,ausente
2026-08-26-0718,sendeco2_eua,ausente
2026-08-26-0850,esios_capacidad_instalada,ausente
2026-08-26-0850,mibgas_curva,ausente
2026-08-26-0850,sendeco2_eua,ausente
2026-08-26-1004,aemet_prediccion_diaria,ausente
2026-08-26-1004,aemet_prediccion_horaria,ausente
2026-08-26-1004,aemet_prediccion_periodos,ausente
2026-08-26-1004,esios_capacidad_instalada,ausente
2026-08-26-1004,mibgas_curva,ausente
2026-08-26-1004,sendeco2_eua,ausente
2026-08-26-1150,esios_capacidad_instalada,ausente
2026-08-26-1150,mibgas_curva,ausente
2026-08-26-1150,sendeco2_eua,ausente
2026-08-26-1220,aemet_prediccion_diaria,ausente
2026-08-26-1220,aemet_prediccion_horaria,ausente
2026-08-26-1220,aemet_prediccion_periodos,ausente
2026-08-26-1220,esios_capacidad_instalada,ausente
2026-08-26-1220,mibgas_curva,ausente
2026-08-26-1220,sendeco2_eua,ausente
2026-08-26-1359,aemet_prediccion_diaria,ausente
2026-08-26-1359,aemet_prediccion_horaria,ausente
2026-08-26-1359,aemet_prediccion_periodos,ausente
2026-08-26-1359,esios_capacidad_instalada,ausente
2026-08-26-1359,mibgas_curva,ausente
2026-08-26-1359,sendeco2_eua,ausente
2026-08-26-1450,esios_capacidad_instalada,ausente
2026-08-26-1450,mibgas_curva,ausente
2026-08-26-1450,sendeco2_eua,ausente
2026-08-26-1753,esios_capacidad_instalada,ausente
2026-08-26-1753,mibgas_curva,ausente
2026-08-26-1753,sendeco2_eua,ausente
2026-08-26-1837,aemet_prediccion_diaria,ausente
2026-08-26-1837,aemet_prediccion_horaria,ausente
2026-08-26-1837,aemet_prediccion_periodos,ausente
2026-08-26-1837,esios_capacidad_instalada,ausente
2026-08-26-1837,mibgas_curva,ausente
2026-08-26-1837,sendeco2_eua,ausente
2026-08-26-2050,esios_capacidad_instalada,ausente
2026-08-26-2050,mibgas_curva,ausente
2026-08-26-2050,sendeco2_eua,ausente
2026-08-26-2350,esios_capacidad_instalada,ausente
2026-08-26-2350,mibgas_curva,ausente
2026-08-26-2350,sendeco2_eua,ausente
2026-08-27-0250,esios_capacidad_instalada,ausente
2026-08-27-0250,mibgas_curva,ausente
2026-08-27-0250,sendeco2_eua,ausente
2026-08-27-0550,esios_capacidad_instalada,ausente
2026-08-27-0550,mibgas_curva,ausente
2026-08-27-0550,sendeco2_eua,ausente
2026-08-27-0851,esios_capacidad_instalada,ausente
2026-08-27-0851,mibgas_curva,ausente
2026-08-27-0851,sendeco2_eua,ausente
2026-08-27-1150,esios_capacidad_instalada,ausente
2026-08-27-1150,mibgas_curva,ausente
2026-08-27-1150,sendeco2_eua,ausente
2026-08-27-1450,esios_capacidad_instalada,ausente
2026-08-27-1450,mibgas_curva,ausente
2026-08-27-1450,sendeco2_eua,ausente
2026-08-27-1751,esios_capacidad_instalada,ausente
2026-08-27-1751,mibgas_curva,ausente
2026-08-27-1751,sendeco2_eua,ausente
2026-08-27-2051,esios_capacidad_instalada,ausente
2026-08-27-2051,mibgas_curva,ausente
2026-08-27-2051,sendeco2_eua,ausente
2026-08-27-2350,esios_capacidad_instalada,ausente
2026-08-27-2350,mibgas_curva,ausente
2026-08-27-2350,sendeco2_eua,ausente
2026-08-28-0250,esios_capacidad_instalada,ausente
2026-08-28-0250,mibgas_curva,ausente
2026-08-28-0250,sendeco2_eua,ausente
2026-08-28-0329,aemet_prediccion_diaria,ausente
2026-08-28-0329,aemet_prediccion_horaria,ausente
2026-08-28-0329,aemet_prediccion_periodos,ausente
2026-08-28-0329,esios_capacidad_instalada,ausente
2026-08-28-0329,mibgas_curva,ausente
2026-08-28-0329,sendeco2_eua,ausente
2026-08-28-0550,esios_capacidad_instalada,ausente
2026-08-28-0550,mibgas_curva,ausente
2026-08-28-0550,sendeco2_eua,ausente
2026-08-28-0850,esios_capacidad_instalada,ausente
2026-08-28-0850,mibgas_curva,ausente
2026-08-28-0850,sendeco2_eua,ausente
2026-08-28-1150,esios_capacidad_instalada,ausente
2026-08-28-1150,mibgas_curva,ausente
2026-08-28-1150,sendeco2_eua,ausente
2026-08-28-1450,esios_capacidad_instalada,ausente
2026-08-28-1450,mibgas_curva,ausente
2026-08-28-1450,sendeco2_eua,ausente
2026-08-28-1751,esios_capacidad_instalada,ausente
2026-08-28-1751,mibgas_curva,ausente
2026-08-28-1751,sendeco2_eua,ausente
2026-08-28-2050,esios_capacidad_instalada,ausente
2026-08-28-2050,mibgas_curva,ausente
2026-08-28-2050,sendeco2_eua,ausente
2026-08-28-2136,aemet_prediccion_diaria,ausente
2026-08-28-2136,aemet_prediccion_horaria,ausente
2026-08-28-2136,aemet_prediccion_periodos,ausente
2026-08-28-2136,esios_capacidad_instalada,ausente
2026-08-28-2136,mibgas_curva,ausente
2026-08-28-2136,sendeco2_eua,ausente
2026-08-28-2159,aemet_prediccion_diaria,ausente
2026-08-28-2159,aemet_prediccion_horaria,ausente
2026-08-28-2159,aemet_prediccion_periodos,ausente
2026-08-28-2159,esios_capacidad_instalada,ausente
2026-08-28-2159,mibgas_curva,ausente
2026-08-28-2159,sendeco2_eua,ausente
2026-08-28-2217,aemet_prediccion_diaria,ausente
2026-08-28-2217,aemet_prediccion_horaria,ausente
2026-08-28-2217,aemet_prediccion_periodos,ausente
2026-08-28-2217,esios_capacidad_instalada,ausente
2026-08-28-2217,mibgas_curva,ausente
2026-08-28-2217,sendeco2_eua,ausente
2026-08-28-2350,esios_capacidad_instalada,ausente
2026-08-28-2350,mibgas_curva,ausente
2026-08-28-2350,sendeco2_eua,ausente
2026-08-29-0250,mibgas_curva,ausente
2026-08-29-0250,sendeco2_eua,ausente
2026-08-29-0550,esios_capacidad_instalada,ausente
2026-08-29-0550,mibgas_curva,ausente
2026-08-29-0550,sendeco2_eua,ausente
2026-08-29-0850,esios_capacidad_instalada,ausente
2026-08-29-0850,mibgas_curva,ausente
2026-08-29-0850,sendeco2_eua,ausente
2026-08-29-1150,esios_capacidad_instalada,ausente
2026-08-29-1150,mibgas_curva,ausente
2026-08-29-1150,sendeco2_eua,ausente
2026-08-29-1452,esios_capacidad_instalada,ausente
2026-08-29-1452,mibgas_curva,ausente
2026-08-29-1452,sendeco2_eua,ausente
2026-08-29-1751,esios_capacidad_instalada,ausente
2026-08-29-1751,mibgas_curva,ausente
2026-08-29-1751,sendeco2_eua,ausente
2026-08-29-2051,esios_capacidad_instalada,ausente
2026-08-29-2051,mibgas_curva,ausente
2026-08-29-2051,sendeco2_eua,ausente
2026-08-29-2350,esios_capacidad_instalada,ausente
2026-08-29-2350,mibgas_curva,ausente
2026-08-29-2350,sendeco2_eua,ausente
2026-08-30-0250,mibgas_curva,ausente
2026-08-30-0250,sendeco2_eua,ausente
2026-08-30-0550,esios_capacidad_instalada,ausente
2026-08-30-0550,mibgas_curva,ausente
2026-08-30-0550,sendeco2_eua,ausente
2026-08-30-0850,esios_capacidad_instalada,ausente
2026-08-30-0850,mibgas_curva,ausente
2026-08-30-0850,sendeco2_eua,ausente
2026-08-30-1150,esios_capacidad_instalada,ausente
2026-08-30-1150,mibgas_curva,ausente
2026-08-30-1150,sendeco2_eua,ausente
2026-08-30-1450,entsoe_A65_prev_demanda_es,ausente
2026-08-30-1450,entsoe_A69_prev_renovable_es,ausente
2026-08-30-1450,esios_capacidad_instalada,ausente
2026-08-30-1450,mibgas_curva,ausente
2026-08-30-1450,sendeco2_eua,ausente
2026-08-30-1750,entsoe_A72_reserva_hidraulica,ausente
2026-08-30-1750,esios_capacidad_instalada,ausente
2026-08-30-1750,mibgas_curva,ausente
2026-08-30-1750,sendeco2_eua,ausente
2026-08-30-2051,entsoe_A44_precio_es,ausente
2026-08-30-2051,entsoe_A44_precio_francia,ausente
2026-08-30-2051,entsoe_A72_reserva_hidraulica,ausente
2026-08-30-2051,esios_capacidad_instalada,ausente
2026-08-30-2051,mibgas_curva,ausente
2026-08-30-2051,sendeco2_eua,ausente
2026-08-30-2350,entsoe_A44_precio_es,ausente
2026-08-30-2350,entsoe_A44_precio_francia,ausente
2026-08-30-2350,entsoe_A65_prev_demanda_es,ausente
2026-08-30-2350,entsoe_A69_prev_renovable_es,ausente
2026-08-30-2350,entsoe_A72_reserva_hidraulica,ausente
2026-08-30-2350,esios_capacidad_instalada,ausente
2026-08-30-2350,mibgas_curva,ausente
2026-08-30-2350,sendeco2_eua,ausente
2026-08-31-0250,entsoe_A44_precio_es,ausente
2026-08-31-0250,entsoe_A44_precio_francia,ausente
2026-08-31-0250,entsoe_A65_prev_demanda_es,ausente
2026-08-31-0250,entsoe_A69_prev_renovable_es,ausente
2026-08-31-0250,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-0250,mibgas_curva,ausente
2026-08-31-0250,sendeco2_eua,ausente
2026-08-31-0551,entsoe_A44_precio_es,ausente
2026-08-31-0551,entsoe_A44_precio_francia,ausente
2026-08-31-0551,entsoe_A65_prev_demanda_es,ausente
2026-08-31-0551,entsoe_A69_prev_renovable_es,ausente
2026-08-31-0551,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-0551,esios_capacidad_instalada,ausente
2026-08-31-0551,mibgas_curva,ausente
2026-08-31-0551,sendeco2_eua,ausente
2026-08-31-0851,entsoe_A44_precio_es,ausente
2026-08-31-0851,entsoe_A44_precio_francia,ausente
2026-08-31-0851,entsoe_A65_prev_demanda_es,ausente
2026-08-31-0851,entsoe_A69_prev_renovable_es,ausente
2026-08-31-0851,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-0851,esios_capacidad_instalada,ausente
2026-08-31-0851,mibgas_curva,ausente
2026-08-31-0851,sendeco2_eua,ausente
2026-08-31-1151,entsoe_A44_precio_es,ausente
2026-08-31-1151,entsoe_A44_precio_francia,ausente
2026-08-31-1151,entsoe_A65_prev_demanda_es,ausente
2026-08-31-1151,entsoe_A69_prev_renovable_es,ausente
2026-08-31-1151,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-1151,esios_capacidad_instalada,ausente
2026-08-31-1151,mibgas_curva,ausente
2026-08-31-1151,sendeco2_eua,ausente
2026-08-31-1451,entsoe_A44_precio_es,ausente
2026-08-31-1451,entsoe_A44_precio_francia,ausente
2026-08-31-1451,entsoe_A65_prev_demanda_es,ausente
2026-08-31-1451,entsoe_A69_prev_renovable_es,ausente
2026-08-31-1451,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-1451,esios_capacidad_instalada,ausente
2026-08-31-1451,mibgas_curva,ausente
2026-08-31-1451,sendeco2_eua,ausente
2026-08-31-1751,entsoe_A44_precio_es,ausente
2026-08-31-1751,entsoe_A44_precio_francia,ausente
2026-08-31-1751,entsoe_A65_prev_demanda_es,ausente
2026-08-31-1751,entsoe_A69_prev_renovable_es,ausente
2026-08-31-1751,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-1751,esios_capacidad_instalada,ausente
2026-08-31-1751,mibgas_curva,ausente
2026-08-31-1751,sendeco2_eua,ausente
2026-08-31-2051,entsoe_A44_precio_es,ausente
2026-08-31-2051,entsoe_A44_precio_francia,ausente
2026-08-31-2051,entsoe_A65_prev_demanda_es,ausente
2026-08-31-2051,entsoe_A69_prev_renovable_es,ausente
2026-08-31-2051,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-2051,esios_capacidad_instalada,ausente
2026-08-31-2051,mibgas_curva,ausente
2026-08-31-2051,sendeco2_eua,ausente
2026-08-31-2351,entsoe_A44_precio_es,ausente
2026-08-31-2351,entsoe_A44_precio_francia,ausente
2026-08-31-2351,entsoe_A65_prev_demanda_es,ausente
2026-08-31-2351,entsoe_A69_prev_renovable_es,ausente
2026-08-31-2351,entsoe_A72_reserva_hidraulica,ausente
2026-08-31-2351,esios_capacidad_instalada,ausente
2026-08-31-2351,mibgas_curva,ausente
2026-08-31-2351,sendeco2_eua,ausente
2026-09-01-0250,entsoe_A44_precio_es,ausente
2026-09-01-0250,entsoe_A44_precio_francia,ausente
2026-09-01-0250,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0250,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0250,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0250,mibgas_curva,ausente
2026-09-01-0250,sendeco2_eua,ausente
2026-09-01-0550,entsoe_A44_precio_es,ausente
2026-09-01-0550,entsoe_A44_precio_francia,ausente
2026-09-01-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0550,esios_capacidad_instalada,ausente
2026-09-01-0550,mibgas_curva,ausente
2026-09-01-0550,sendeco2_eua,ausente
2026-09-01-0851,entsoe_A44_precio_es,ausente
2026-09-01-0851,entsoe_A44_precio_francia,ausente
2026-09-01-0851,entsoe_A65_prev_demanda_es,ausente
2026-09-01-0851,entsoe_A69_prev_renovable_es,ausente
2026-09-01-0851,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-0851,esios_capacidad_instalada,ausente
2026-09-01-0851,mibgas_curva,ausente
2026-09-01-0851,sendeco2_eua,ausente
2026-09-01-1151,entsoe_A44_precio_es,ausente
2026-09-01-1151,entsoe_A44_precio_francia,ausente
2026-09-01-1151,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1151,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1151,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1151,esios_capacidad_instalada,ausente
2026-09-01-1151,mibgas_curva,ausente
2026-09-01-1151,sendeco2_eua,ausente
2026-09-01-1450,entsoe_A44_precio_es,ausente
2026-09-01-1450,entsoe_A44_precio_francia,ausente
2026-09-01-1450,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1450,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1450,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1450,esios_capacidad_instalada,ausente
2026-09-01-1450,mibgas_curva,ausente
2026-09-01-1450,sendeco2_eua,ausente
2026-09-01-1751,entsoe_A44_precio_es,ausente
2026-09-01-1751,entsoe_A44_precio_francia,ausente
2026-09-01-1751,entsoe_A65_prev_demanda_es,ausente
2026-09-01-1751,entsoe_A69_prev_renovable_es,ausente
2026-09-01-1751,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-1751,esios_capacidad_instalada,ausente
2026-09-01-1751,mibgas_curva,ausente
2026-09-01-1751,sendeco2_eua,ausente
2026-09-01-2051,entsoe_A44_precio_es,ausente
2026-09-01-2051,entsoe_A44_precio_francia,ausente
2026-09-01-2051,entsoe_A65_prev_demanda_es,ausente
2026-09-01-2051,entsoe_A69_prev_renovable_es,ausente
2026-09-01-2051,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-2051,esios_capacidad_instalada,ausente
2026-09-01-2051,mibgas_curva,ausente
2026-09-01-2051,sendeco2_eua,ausente
2026-09-01-2350,entsoe_A44_precio_es,ausente
2026-09-01-2350,entsoe_A44_precio_francia,ausente
2026-09-01-2350,entsoe_A65_prev_demanda_es,ausente
2026-09-01-2350,entsoe_A69_prev_renovable_es,ausente
2026-09-01-2350,entsoe_A72_reserva_hidraulica,ausente
2026-09-01-2350,esios_capacidad_instalada,ausente
2026-09-01-2350,mibgas_curva,ausente
2026-09-01-2350,sendeco2_eua,ausente
2026-09-02-0251,entsoe_A44_precio_es,ausente
2026-09-02-0251,entsoe_A44_precio_francia,ausente
2026-09-02-0251,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0251,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0251,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0251,mibgas_curva,ausente
2026-09-02-0251,sendeco2_eua,ausente
2026-09-02-0550,entsoe_A44_precio_es,ausente
2026-09-02-0550,entsoe_A44_precio_francia,ausente
2026-09-02-0550,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0550,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0550,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0550,esios_capacidad_instalada,ausente
2026-09-02-0550,mibgas_curva,ausente
2026-09-02-0550,sendeco2_eua,ausente
2026-09-02-0850,entsoe_A44_precio_es,ausente
2026-09-02-0850,entsoe_A44_precio_francia,ausente
2026-09-02-0850,entsoe_A65_prev_demanda_es,ausente
2026-09-02-0850,entsoe_A69_prev_renovable_es,ausente
2026-09-02-0850,entsoe_A72_reserva_hidraulica,ausente
2026-09-02-0850,esios_capacidad_instalada,ausente
2026-09-02-0850,mibgas_curva,ausente
