fecha,hora,ejecucion_madrid,ejecucion_utc,version,modo,disparo,ok,vacio,fallo,omitida,parcial,kb_total,ruta,run_id
2026-08-18,1201,2026-08-18T12:01:31+02:00,2026-08-18T10:01:31+00:00,v3.10,ligero,schedule,15,0,0,1,0,337.0,archivo/2026/08/2026-08-18/1201,32124620119
2026-08-18,1351,2026-08-18T13:51:53+02:00,2026-08-18T11:51:53+00:00,v3.10,ligero,schedule,15,0,0,1,0,344.3,archivo/2026/08/2026-08-18/1351,32133820229
2026-08-18,1450,2026-08-18T14:50:53+02:00,2026-08-18T12:50:53+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,370.2,archivo/2026/08/2026-08-18/1450,32138982178
2026-08-18,1618,2026-08-18T16:18:01+02:00,2026-08-18T14:18:01+00:00,v3.10,ligero,schedule,15,0,0,1,0,359.5,archivo/2026/08/2026-08-18/1618,32147444298
2026-08-18,1750,2026-08-18T17:50:53+02:00,2026-08-18T15:50:53+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,385.8,archivo/2026/08/2026-08-18/1750,32156882440
2026-08-18,1800,2026-08-18T18:00:13+02:00,2026-08-18T16:00:13+00:00,v3.10,ligero,schedule,15,0,0,1,0,371.0,archivo/2026/08/2026-08-18/1800,32157800173
2026-08-18,1956,2026-08-18T19:56:52+02:00,2026-08-18T17:56:52+00:00,v3.10,ligero,schedule,15,0,0,1,0,371.7,archivo/2026/08/2026-08-18/1956,32168287229
2026-08-18,2051,2026-08-18T20:51:01+02:00,2026-08-18T18:51:01+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,387.8,archivo/2026/08/2026-08-18/2051,32173252571
2026-08-18,2146,2026-08-18T21:46:52+02:00,2026-08-18T19:46:52+00:00,v3.10,ligero,schedule,15,0,0,1,0,373.8,archivo/2026/08/2026-08-18/2146,32178513706
2026-08-18,2342,2026-08-18T23:42:47+02:00,2026-08-18T21:42:47+00:00,v3.10,ligero,schedule,18,0,0,0,0,392.5,archivo/2026/08/2026-08-18/2342,32189111188
2026-08-18,2350,2026-08-18T23:50:51+02:00,2026-08-18T21:50:51+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,376.4,archivo/2026/08/2026-08-18/2350,32189797582
2026-08-19,0052,2026-08-19T00:52:19+02:00,2026-08-18T22:52:19+00:00,v3.10,completo,schedule,15,0,0,1,0,1163.4,archivo/2026/08/2026-08-19/0052,32194650151
2026-08-19,0250,2026-08-19T02:50:56+02:00,2026-08-19T00:50:56+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,347.5,archivo/2026/08/2026-08-19/0250,32202755712
2026-08-19,0511,2026-08-19T05:11:43+02:00,2026-08-19T03:11:43+00:00,v3.10,ligero,schedule,15,0,0,1,0,332.0,archivo/2026/08/2026-08-19/0511,32211236489
2026-08-19,0550,2026-08-19T05:50:51+02:00,2026-08-19T03:50:51+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,348.0,archivo/2026/08/2026-08-19/0550,32213570058
2026-08-19,0707,2026-08-19T07:07:28+02:00,2026-08-19T05:07:28+00:00,v3.10,ligero,schedule,15,0,0,1,0,333.7,archivo/2026/08/2026-08-19/0707,32218223216
2026-08-19,0850,2026-08-19T08:50:53+02:00,2026-08-19T06:50:53+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,350.4,archivo/2026/08/2026-08-19/0850,32225120483
2026-08-19,0957,2026-08-19T09:57:02+02:00,2026-08-19T07:57:02+00:00,v3.10,ligero,schedule,15,0,0,1,0,335.2,archivo/2026/08/2026-08-19/0957,32230189438
2026-08-19,1150,2026-08-19T11:50:54+02:00,2026-08-19T09:50:54+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,352.8,archivo/2026/08/2026-08-19/1150,32239664326
2026-08-19,1202,2026-08-19T12:02:24+02:00,2026-08-19T10:02:24+00:00,v3.10,ligero,schedule,15,0,0,1,0,336.8,archivo/2026/08/2026-08-19/1202,32240640890
2026-08-19,1349,2026-08-19T13:49:44+02:00,2026-08-19T11:49:44+00:00,v3.10,ligero,schedule,15,0,0,1,0,344.4,archivo/2026/08/2026-08-19/1349,32249490258
2026-08-19,1450,2026-08-19T14:50:57+02:00,2026-08-19T12:50:57+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,370.6,archivo/2026/08/2026-08-19/1450,32254774926
2026-08-19,1619,2026-08-19T16:19:04+02:00,2026-08-19T14:19:04+00:00,v3.10,ligero,schedule,15,0,0,1,0,359.6,archivo/2026/08/2026-08-19/1619,32263253167
2026-08-19,1750,2026-08-19T17:50:58+02:00,2026-08-19T15:50:58+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,385.7,archivo/2026/08/2026-08-19/1750,32272443653
2026-08-19,1801,2026-08-19T18:01:10+02:00,2026-08-19T16:01:10+00:00,v3.10,ligero,schedule,15,0,0,1,0,371.0,archivo/2026/08/2026-08-19/1801,32273412944
2026-08-19,1949,2026-08-19T19:49:57+02:00,2026-08-19T17:49:57+00:00,v3.10,ligero,schedule,15,0,0,1,0,371.9,archivo/2026/08/2026-08-19/1949,32283838139
2026-08-19,2050,2026-08-19T20:50:59+02:00,2026-08-19T18:50:59+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,388.5,archivo/2026/08/2026-08-19/2050,32289631519
2026-08-19,2147,2026-08-19T21:47:26+02:00,2026-08-19T19:47:26+00:00,v3.10,ligero,schedule,15,0,0,1,0,374.5,archivo/2026/08/2026-08-19/2147,32294924990
2026-08-19,2350,2026-08-19T23:50:27+02:00,2026-08-19T21:50:27+00:00,v3.10,ligero,schedule,18,0,0,0,0,393.4,archivo/2026/08/2026-08-19/2350,32305878159
2026-08-20,0142,2026-08-20T01:42:06+02:00,2026-08-19T23:42:06+00:00,v3.10,completo,schedule,15,0,0,1,0,1161.4,archivo/2026/08/2026-08-20/0142,32314328811
2026-08-20,0250,2026-08-20T02:50:42+02:00,2026-08-20T00:50:42+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,348.6,archivo/2026/08/2026-08-20/0250,32318814594
2026-08-20,0509,2026-08-20T05:09:54+02:00,2026-08-20T03:09:54+00:00,v3.10,ligero,schedule,15,0,0,1,0,332.8,archivo/2026/08/2026-08-20/0509,32327229801
2026-08-20,0550,2026-08-20T05:50:46+02:00,2026-08-20T03:50:46+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,350.1,archivo/2026/08/2026-08-20/0550,32329671973
